course_id,course_title,course_description,career_path,career_level,sector,job_role,primary_skill,secondary_skills,difficulty_level,duration_hours,provider,prerequisites,learning_outcomes,career_progression_target
C0639,Director of Pharmacy - Strategic Thinking,Comprehensive lead-level course for Director of Pharmacy professionals focusing on Valuation Conclusion and Reporting and related competencies,Pharmacy,lead,Aerospace,Director of Pharmacy,Valuation Conclusion and Reporting,"Accounting and Tax Systems, Capital Raising, Predictive Maintenance, Automated System Design, Budgeting, Multi-Camera Operations for Live Shows",Master,190,Internal Training,Completion of lead level requirements,"Master Valuation Conclusion and Reporting, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0640,Director of Pharmacy - Executive Excellence,Comprehensive lead-level course for Director of Pharmacy professionals focusing on Sustainability Assurance and related competencies,Pharmacy,lead,Agrifood,Director of Pharmacy,Sustainability Assurance,"Automated System Design, Predictive Maintenance, Accounting and Tax Systems, Capital Raising",Expert,118,Coursera,Completion of lead level requirements,"Master Sustainability Assurance, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0641,Chief Pharmacist - Fundamentals,Comprehensive lead-level course for Chief Pharmacist professionals focusing on Infocomm Security and Data Privacy and related competencies,Pharmacy,lead,Aerospace,Chief Pharmacist,Infocomm Security and Data Privacy,"Capital Raising, Accounting and Tax Systems, Automated System Design, Multi-Camera Operations for Live Shows, Budgeting, Predictive Maintenance",Expert,128,LinkedIn Learning,Completion of lead level requirements,"Master Infocomm Security and Data Privacy, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0642,Chief Pharmacist - Advanced Concepts,Comprehensive lead-level course for Chief Pharmacist professionals focusing on Infocomm Security and Data Privacy and related competencies,Pharmacy,lead,Agrifood,Chief Pharmacist,Infocomm Security and Data Privacy,"Capital Raising, Multi-Camera Operations for Live Shows, Accounting and Tax Systems, Predictive Maintenance, Automated System Design, Budgeting",Master,140,Pluralsight,Completion of lead level requirements,"Master Infocomm Security and Data Privacy, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0643,Chief Pharmacist - Practical Applications,Comprehensive lead-level course for Chief Pharmacist professionals focusing on Valuation Conclusion and Reporting and related competencies,Pharmacy,lead,Agrifood,Chief Pharmacist,Valuation Conclusion and Reporting,"Automated System Design, Budgeting, Capital Raising, Predictive Maintenance",Master,135,Internal Training,Completion of lead level requirements,"Master Valuation Conclusion and Reporting, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0644,Chief Pharmacist - Leadership Skills,Comprehensive lead-level course for Chief Pharmacist professionals focusing on Programme and Project Management and related competencies,Pharmacy,lead,Agrifood,Chief Pharmacist,Programme and Project Management,"Multi-Camera Operations for Live Shows, Accounting and Tax Systems, Budgeting, Automated System Design, Predictive Maintenance",Expert,138,External Certification,Completion of lead level requirements,"Master Programme and Project Management, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0645,Chief Pharmacist - Strategic Thinking,Comprehensive lead-level course for Chief Pharmacist professionals focusing on Infocomm Security and Data Privacy and related competencies,Pharmacy,lead,Agrifood,Chief Pharmacist,Infocomm Security and Data Privacy,"Multi-Camera Operations for Live Shows, Capital Raising, Automated System Design, Budgeting",Expert,117,MasterClass,Completion of lead level requirements,"Master Infocomm Security and Data Privacy, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0646,Chief Pharmacist - Executive Excellence,Comprehensive lead-level course for Chief Pharmacist professionals focusing on Valuation Conclusion and Reporting and related competencies,Pharmacy,lead,Arts,Chief Pharmacist,Valuation Conclusion and Reporting,"Accounting and Tax Systems, Capital Raising, Predictive Maintenance, Multi-Camera Operations for Live Shows, Automated System Design",Master,145,MasterClass,Completion of lead level requirements,"Master Valuation Conclusion and Reporting, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0647,VP Pharmaceutical Services - Fundamentals,Comprehensive lead-level course for VP Pharmaceutical Services professionals focusing on Sustainability Assurance and related competencies,Pharmacy,lead,Arts,VP Pharmaceutical Services,Sustainability Assurance,"Accounting and Tax Systems, Multi-Camera Operations for Live Shows, Budgeting, Predictive Maintenance, Automated System Design, Capital Raising",Master,121,External Certification,Completion of lead level requirements,"Master Sustainability Assurance, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0648,VP Pharmaceutical Services - Advanced Concepts,Comprehensive lead-level course for VP Pharmaceutical Services professionals focusing on Infocomm Security and Data Privacy and related competencies,Pharmacy,lead,Arts,VP Pharmaceutical Services,Infocomm Security and Data Privacy,"Multi-Camera Operations for Live Shows, Capital Raising, Budgeting, Accounting and Tax Systems",Master,149,Coursera,Completion of lead level requirements,"Master Infocomm Security and Data Privacy, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0649,VP Pharmaceutical Services - Practical Applications,Comprehensive lead-level course for VP Pharmaceutical Services professionals focusing on Valuation Conclusion and Reporting and related competencies,Pharmacy,lead,Accountancy,VP Pharmaceutical Services,Valuation Conclusion and Reporting,"Automated System Design, Multi-Camera Operations for Live Shows, Accounting and Tax Systems, Predictive Maintenance, Capital Raising, Budgeting",Expert,121,External Certification,Completion of lead level requirements,"Master Valuation Conclusion and Reporting, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0650,VP Pharmaceutical Services - Leadership Skills,Comprehensive lead-level course for VP Pharmaceutical Services professionals focusing on Finance Business Partnering and related competencies,Pharmacy,lead,Aerospace,VP Pharmaceutical Services,Finance Business Partnering,"Predictive Maintenance, Capital Raising, Accounting and Tax Systems, Multi-Camera Operations for Live Shows",Expert,148,Pluralsight,Completion of lead level requirements,"Master Finance Business Partnering, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0651,VP Pharmaceutical Services - Strategic Thinking,Comprehensive lead-level course for VP Pharmaceutical Services professionals focusing on Finance Business Partnering and related competencies,Pharmacy,lead,Aerospace,VP Pharmaceutical Services,Finance Business Partnering,"Predictive Maintenance, Automated System Design, Capital Raising, Accounting and Tax Systems, Budgeting",Master,195,MasterClass,Completion of lead level requirements,"Master Finance Business Partnering, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0652,VP Pharmaceutical Services - Executive Excellence,Comprehensive lead-level course for VP Pharmaceutical Services professionals focusing on Programme and Project Management and related competencies,Pharmacy,lead,Agrifood,VP Pharmaceutical Services,Programme and Project Management,"Automated System Design, Budgeting, Capital Raising, Predictive Maintenance, Multi-Camera Operations for Live Shows, Accounting and Tax Systems",Expert,123,edX,Completion of lead level requirements,"Master Programme and Project Management, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0653,Teaching Assistant - Fundamentals,Comprehensive entry-level course for Teaching Assistant professionals focusing on Systems Thinking and related competencies,Education,entry,Arts,Teaching Assistant,Systems Thinking,"Equipment Maintenance and Housekeeping, Food Safety Management, Lesson Planning",Beginner,19,edX,None,"Master Systems Thinking, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0654,Teaching Assistant - Advanced Concepts,Comprehensive entry-level course for Teaching Assistant professionals focusing on Programming and Coding and related competencies,Education,entry,Accountancy,Teaching Assistant,Programming and Coding,"Lesson Planning, Food Safety Management, Equipment Maintenance and Housekeeping",Intermediate,41,MasterClass,None,"Master Programming and Coding, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0655,Teaching Assistant - Practical Applications,Comprehensive entry-level course for Teaching Assistant professionals focusing on Business Acumen and related competencies,Education,entry,Accountancy,Teaching Assistant,Business Acumen,"Food Safety Management, Equipment Maintenance and Housekeeping, Lesson Planning",Beginner,17,Pluralsight,None,"Master Business Acumen, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0656,Substitute Teacher - Fundamentals,Comprehensive entry-level course for Substitute Teacher professionals focusing on Programming and Coding and related competencies,Education,entry,Agrifood,Substitute Teacher,Programming and Coding,"Food Safety Management, Equipment Maintenance and Housekeeping, Lesson Planning",Beginner,21,edX,None,"Master Programming and Coding, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0657,Substitute Teacher - Advanced Concepts,Comprehensive entry-level course for Substitute Teacher professionals focusing on Systems Thinking and related competencies,Education,entry,Aerospace,Substitute Teacher,Systems Thinking,"Food Safety Management, Lesson Planning, Equipment Maintenance and Housekeeping",Beginner,22,Internal Training,None,"Master Systems Thinking, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0658,Substitute Teacher - Practical Applications,Comprehensive entry-level course for Substitute Teacher professionals focusing on Business Acumen and related competencies,Education,entry,Aerospace,Substitute Teacher,Business Acumen,"Equipment Maintenance and Housekeeping, Lesson Planning, Food Safety Management",Beginner,29,MasterClass,None,"Master Business Acumen, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0659,Junior Educator - Fundamentals,Comprehensive entry-level course for Junior Educator professionals focusing on Business Acumen and related competencies,Education,entry,Accountancy,Junior Educator,Business Acumen,"Lesson Planning, Food Safety Management, Equipment Maintenance and Housekeeping",Beginner,24,Internal Training,None,"Master Business Acumen, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0660,Junior Educator - Advanced Concepts,Comprehensive entry-level course for Junior Educator professionals focusing on Systems Thinking and related competencies,Education,entry,Accountancy,Junior Educator,Systems Thinking,"Lesson Planning, Food Safety Management, Equipment Maintenance and Housekeeping",Beginner,29,Udemy,None,"Master Systems Thinking, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0661,Junior Educator - Practical Applications,Comprehensive entry-level course for Junior Educator professionals focusing on Programming and Coding and related competencies,Education,entry,Accountancy,Junior Educator,Programming and Coding,"Food Safety Management, Equipment Maintenance and Housekeeping, Lesson Planning",Intermediate,30,External Certification,None,"Master Programming and Coding, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0662,Teacher - Fundamentals,Comprehensive mid-level course for Teacher professionals focusing on Cyber Security and related competencies,Education,mid,Arts,Teacher,Cyber Security,"Systems Thinking, Business Acumen, Arts Curriculum Design, Data Analytics, Green Manufacturing Design and Implementation, Aircraft Sensing Components Maintenance, Programming and Coding",Advanced,54,Internal Training,Completion of mid level requirements,"Master Cyber Security, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0663,Teacher - Advanced Concepts,Comprehensive mid-level course for Teacher professionals focusing on Cyber Security and related competencies,Education,mid,Accountancy,Teacher,Cyber Security,"Data Analytics, Business Acumen, Aircraft Sensing Components Maintenance, Arts Curriculum Design, Systems Thinking, Programming and Coding, Green Manufacturing Design and Implementation",Intermediate,49,MasterClass,Completion of mid level requirements,"Master Cyber Security, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0664,Teacher - Practical Applications,Comprehensive mid-level course for Teacher professionals focusing on Infrastructure Design and related competencies,Education,mid,Accountancy,Teacher,Infrastructure Design,"Arts Curriculum Design, Data Analytics, Business Acumen, Programming and Coding, Systems Thinking, Aircraft Sensing Components Maintenance, Green Manufacturing Design and Implementation",Intermediate,55,edX,Completion of mid level requirements,"Master Infrastructure Design, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0665,Teacher - Leadership Skills,Comprehensive mid-level course for Teacher professionals focusing on Cyber Security and related competencies,Education,mid,Arts,Teacher,Cyber Security,"Programming and Coding, Green Manufacturing Design and Implementation, Aircraft Sensing Components Maintenance, Arts Curriculum Design, Systems Thinking, Data Analytics, Business Acumen",Advanced,63,Internal Training,Completion of mid level requirements,"Master Cyber Security, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0666,Classroom Teacher - Fundamentals,Comprehensive mid-level course for Classroom Teacher professionals focusing on Project Execution and Control and related competencies,Education,mid,Aerospace,Classroom Teacher,Project Execution and Control,"Data Analytics, Business Acumen, Arts Curriculum Design, Aircraft Sensing Components Maintenance, Systems Thinking, Programming and Coding, Green Manufacturing Design and Implementation",Advanced,52,External Certification,Completion of mid level requirements,"Master Project Execution and Control, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0667,Classroom Teacher - Advanced Concepts,Comprehensive mid-level course for Classroom Teacher professionals focusing on Infrastructure Design and related competencies,Education,mid,Arts,Classroom Teacher,Infrastructure Design,"Aircraft Sensing Components Maintenance, Systems Thinking, Programming and Coding, Arts Curriculum Design",Advanced,73,Internal Training,Completion of mid level requirements,"Master Infrastructure Design, develop 4 supporting skills, advance to mid proficiency",Senior level roles
C0668,Classroom Teacher - Practical Applications,Comprehensive mid-level course for Classroom Teacher professionals focusing on Food Safety Management and related competencies,Education,mid,Accountancy,Classroom Teacher,Food Safety Management,"Aircraft Sensing Components Maintenance, Arts Curriculum Design, Systems Thinking, Programming and Coding, Business Acumen, Green Manufacturing Design and Implementation",Intermediate,53,MasterClass,Completion of mid level requirements,"Master Food Safety Management, develop 6 supporting skills, advance to mid proficiency",Senior level roles
C0669,Classroom Teacher - Leadership Skills,Comprehensive mid-level course for Classroom Teacher professionals focusing on Equipment Maintenance and Housekeeping and related competencies,Education,mid,Agrifood,Classroom Teacher,Equipment Maintenance and Housekeeping,"Programming and Coding, Data Analytics, Arts Curriculum Design, Green Manufacturing Design and Implementation, Aircraft Sensing Components Maintenance, Business Acumen, Systems Thinking",Intermediate,59,Internal Training,Completion of mid level requirements,"Master Equipment Maintenance and Housekeeping, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0670,Subject Specialist - Fundamentals,Comprehensive mid-level course for Subject Specialist professionals focusing on Food Safety Management and related competencies,Education,mid,Arts,Subject Specialist,Food Safety Management,"Business Acumen, Aircraft Sensing Components Maintenance, Green Manufacturing Design and Implementation, Systems Thinking, Arts Curriculum Design",Intermediate,45,Pluralsight,Completion of mid level requirements,"Master Food Safety Management, develop 5 supporting skills, advance to mid proficiency",Senior level roles
C0671,Subject Specialist - Advanced Concepts,Comprehensive mid-level course for Subject Specialist professionals focusing on Project Execution and Control and related competencies,Education,mid,Accountancy,Subject Specialist,Project Execution and Control,"Arts Curriculum Design, Data Analytics, Systems Thinking, Green Manufacturing Design and Implementation, Business Acumen, Programming and Coding",Intermediate,52,MasterClass,Completion of mid level requirements,"Master Project Execution and Control, develop 6 supporting skills, advance to mid proficiency",Senior level roles
C0672,Subject Specialist - Practical Applications,Comprehensive mid-level course for Subject Specialist professionals focusing on Project Execution and Control and related competencies,Education,mid,Agrifood,Subject Specialist,Project Execution and Control,"Systems Thinking, Programming and Coding, Arts Curriculum Design, Business Acumen, Green Manufacturing Design and Implementation, Data Analytics",Advanced,75,Pluralsight,Completion of mid level requirements,"Master Project Execution and Control, develop 6 supporting skills, advance to mid proficiency",Senior level roles
C0673,Subject Specialist - Leadership Skills,Comprehensive mid-level course for Subject Specialist professionals focusing on Cyber Security and related competencies,Education,mid,Aerospace,Subject Specialist,Cyber Security,"Arts Curriculum Design, Green Manufacturing Design and Implementation, Aircraft Sensing Components Maintenance, Business Acumen, Systems Thinking",Advanced,50,External Certification,Completion of mid level requirements,"Master Cyber Security, develop 5 supporting skills, advance to mid proficiency",Senior level roles
C0674,Senior Teacher - Fundamentals,Comprehensive senior-level course for Senior Teacher professionals focusing on Risk Advisory and related competencies,Education,senior,Aerospace,Senior Teacher,Risk Advisory,"Farm Biosecurity Compliance and Management, Financial Modelling, Aviation Legislation Compliance, Multimedia Operations, Infrastructure Design, Cyber Security",Expert,117,Pluralsight,Completion of senior level requirements,"Master Risk Advisory, develop 6 supporting skills, advance to senior proficiency",Leadership roles
C0675,Senior Teacher - Advanced Concepts,Comprehensive senior-level course for Senior Teacher professionals focusing on Business Process Management and related competencies,Education,senior,Arts,Senior Teacher,Business Process Management,"Farm Biosecurity Compliance and Management, Financial Modelling, Cyber Security, Project Execution and Control, Multimedia Operations, Aviation Legislation Compliance",Expert,92,Udemy,Completion of senior level requirements,"Master Business Process Management, develop 6 supporting skills, advance to senior proficiency",Leadership roles
C0676,Senior Teacher - Practical Applications,Comprehensive senior-level course for Senior Teacher professionals focusing on Engagement Quality Control and related competencies,Education,senior,Aerospace,Senior Teacher,Engagement Quality Control,"Multimedia Operations, Project Execution and Control, Farm Biosecurity Compliance and Management, Cyber Security, Infrastructure Design, Financial Modelling",Advanced,90,Udemy,Completion of senior level requirements,"Master Engagement Quality Control, develop 6 supporting skills, advance to senior proficiency",Leadership roles
C0677,Senior Teacher - Leadership Skills,Comprehensive senior-level course for Senior Teacher professionals focusing on Engagement Quality Control and related competencies,Education,senior,Arts,Senior Teacher,Engagement Quality Control,"Cyber Security, Multimedia Operations, Aviation Legislation Compliance, Project Execution and Control, Infrastructure Design, Financial Modelling, Farm Biosecurity Compliance and Management",Advanced,69,External Certification,Completion of senior level requirements,"Master Engagement Quality Control, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0678,Senior Teacher - Strategic Thinking,Comprehensive senior-level course for Senior Teacher professionals focusing on Risk Advisory and related competencies,Education,senior,Arts,Senior Teacher,Risk Advisory,"Multimedia Operations, Aviation Legislation Compliance, Financial Modelling, Farm Biosecurity Compliance and Management, Infrastructure Design, Project Execution and Control, Cyber Security",Advanced,78,MasterClass,Completion of senior level requirements,"Master Risk Advisory, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0679,Department Head - Fundamentals,Comprehensive senior-level course for Department Head professionals focusing on Engagement Quality Control and related competencies,Education,senior,Aerospace,Department Head,Engagement Quality Control,"Multimedia Operations, Aviation Legislation Compliance, Project Execution and Control, Cyber Security, Farm Biosecurity Compliance and Management, Financial Modelling",Advanced,85,Pluralsight,Completion of senior level requirements,"Master Engagement Quality Control, develop 6 supporting skills, advance to senior proficiency",Leadership roles
C0680,Department Head - Advanced Concepts,Comprehensive senior-level course for Department Head professionals focusing on Business Process Management and related competencies,Education,senior,Aerospace,Department Head,Business Process Management,"Project Execution and Control, Infrastructure Design, Multimedia Operations, Financial Modelling, Cyber Security, Aviation Legislation Compliance, Farm Biosecurity Compliance and Management",Advanced,73,External Certification,Completion of senior level requirements,"Master Business Process Management, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0681,Department Head - Practical Applications,Comprehensive senior-level course for Department Head professionals focusing on Business Process Management and related competencies,Education,senior,Arts,Department Head,Business Process Management,"Multimedia Operations, Farm Biosecurity Compliance and Management, Financial Modelling, Cyber Security, Project Execution and Control",Advanced,62,Internal Training,Completion of senior level requirements,"Master Business Process Management, develop 5 supporting skills, advance to senior proficiency",Leadership roles
C0682,Department Head - Leadership Skills,Comprehensive senior-level course for Department Head professionals focusing on Cash Flow Management and related competencies,Education,senior,Accountancy,Department Head,Cash Flow Management,"Farm Biosecurity Compliance and Management, Financial Modelling, Project Execution and Control, Multimedia Operations, Aviation Legislation Compliance, Cyber Security, Infrastructure Design",Advanced,71,Udemy,Completion of senior level requirements,"Master Cash Flow Management, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0683,Department Head - Strategic Thinking,Comprehensive senior-level course for Department Head professionals focusing on Engagement Quality Control and related competencies,Education,senior,Arts,Department Head,Engagement Quality Control,"Farm Biosecurity Compliance and Management, Infrastructure Design, Multimedia Operations, Financial Modelling, Aviation Legislation Compliance, Project Execution and Control",Advanced,67,Internal Training,Completion of senior level requirements,"Master Engagement Quality Control, develop 6 supporting skills, advance to senior proficiency",Leadership roles
C0684,Curriculum Coordinator - Fundamentals,Comprehensive senior-level course for Curriculum Coordinator professionals focusing on Engagement Quality Control and related competencies,Education,senior,Accountancy,Curriculum Coordinator,Engagement Quality Control,"Multimedia Operations, Cyber Security, Aviation Legislation Compliance, Financial Modelling, Project Execution and Control, Farm Biosecurity Compliance and Management, Infrastructure Design",Expert,97,Coursera,Completion of senior level requirements,"Master Engagement Quality Control, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0685,Curriculum Coordinator - Advanced Concepts,Comprehensive senior-level course for Curriculum Coordinator professionals focusing on Risk Advisory and related competencies,Education,senior,Accountancy,Curriculum Coordinator,Risk Advisory,"Farm Biosecurity Compliance and Management, Cyber Security, Infrastructure Design, Multimedia Operations, Financial Modelling",Expert,114,External Certification,Completion of senior level requirements,"Master Risk Advisory, develop 5 supporting skills, advance to senior proficiency",Leadership roles
C0686,Curriculum Coordinator - Practical Applications,Comprehensive senior-level course for Curriculum Coordinator professionals focusing on Cash Flow Management and related competencies,Education,senior,Accountancy,Curriculum Coordinator,Cash Flow Management,"Aviation Legislation Compliance, Financial Modelling, Project Execution and Control, Farm Biosecurity Compliance and Management, Multimedia Operations, Infrastructure Design",Advanced,78,LinkedIn Learning,Completion of senior level requirements,"Master Cash Flow Management, develop 6 supporting skills, advance to senior proficiency",Leadership roles
C0687,Curriculum Coordinator - Leadership Skills,Comprehensive senior-level course for Curriculum Coordinator professionals focusing on Engagement Quality Control and related competencies,Education,senior,Arts,Curriculum Coordinator,Engagement Quality Control,"Cyber Security, Infrastructure Design, Aviation Legislation Compliance, Financial Modelling, Farm Biosecurity Compliance and Management, Project Execution and Control, Multimedia Operations",Advanced,63,Pluralsight,Completion of senior level requirements,"Master Engagement Quality Control, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0688,Curriculum Coordinator - Strategic Thinking,Comprehensive senior-level course for Curriculum Coordinator professionals focusing on Business Process Management and related competencies,Education,senior,Arts,Curriculum Coordinator,Business Process Management,"Multimedia Operations, Cyber Security, Infrastructure Design, Project Execution and Control, Financial Modelling, Farm Biosecurity Compliance and Management, Aviation Legislation Compliance",Expert,103,Internal Training,Completion of senior level requirements,"Master Business Process Management, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0689,Principal - Fundamentals,Comprehensive lead-level course for Principal professionals focusing on Programme and Project Management and related competencies,Education,lead,Arts,Principal,Programme and Project Management,"Automated System Design, Predictive Maintenance, Capital Raising, Accounting and Tax Systems, Budgeting, Multi-Camera Operations for Live Shows",Master,151,MasterClass,Completion of lead level requirements,"Master Programme and Project Management, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0690,Principal - Advanced Concepts,Comprehensive lead-level course for Principal professionals focusing on Infocomm Security and Data Privacy and related competencies,Education,lead,Aerospace,Principal,Infocomm Security and Data Privacy,"Multi-Camera Operations for Live Shows, Predictive Maintenance, Accounting and Tax Systems, Capital Raising, Automated System Design, Budgeting",Master,200,Coursera,Completion of lead level requirements,"Master Infocomm Security and Data Privacy, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0691,Principal - Practical Applications,Comprehensive lead-level course for Principal professionals focusing on Programme and Project Management and related competencies,Education,lead,Aerospace,Principal,Programme and Project Management,"Multi-Camera Operations for Live Shows, Automated System Design, Capital Raising, Budgeting",Master,190,Udemy,Completion of lead level requirements,"Master Programme and Project Management, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0692,Principal - Leadership Skills,Comprehensive lead-level course for Principal professionals focusing on Valuation Conclusion and Reporting and related competencies,Education,lead,Agrifood,Principal,Valuation Conclusion and Reporting,"Budgeting, Multi-Camera Operations for Live Shows, Automated System Design, Accounting and Tax Systems, Predictive Maintenance",Master,126,MasterClass,Completion of lead level requirements,"Master Valuation Conclusion and Reporting, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0693,Principal - Strategic Thinking,Comprehensive lead-level course for Principal professionals focusing on Programme and Project Management and related competencies,Education,lead,Agrifood,Principal,Programme and Project Management,"Predictive Maintenance, Multi-Camera Operations for Live Shows, Automated System Design, Capital Raising",Master,159,edX,Completion of lead level requirements,"Master Programme and Project Management, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0694,Principal - Executive Excellence,Comprehensive lead-level course for Principal professionals focusing on Programme and Project Management and related competencies,Education,lead,Arts,Principal,Programme and Project Management,"Accounting and Tax Systems, Capital Raising, Automated System Design, Multi-Camera Operations for Live Shows",Master,145,MasterClass,Completion of lead level requirements,"Master Programme and Project Management, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0695,Education Director - Fundamentals,Comprehensive lead-level course for Education Director professionals focusing on Finance Business Partnering and related competencies,Education,lead,Arts,Education Director,Finance Business Partnering,"Predictive Maintenance, Budgeting, Multi-Camera Operations for Live Shows, Automated System Design",Master,138,Coursera,Completion of lead level requirements,"Master Finance Business Partnering, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0696,Education Director - Advanced Concepts,Comprehensive lead-level course for Education Director professionals focusing on Finance Business Partnering and related competencies,Education,lead,Agrifood,Education Director,Finance Business Partnering,"Multi-Camera Operations for Live Shows, Accounting and Tax Systems, Budgeting, Automated System Design, Predictive Maintenance, Capital Raising",Master,120,edX,Completion of lead level requirements,"Master Finance Business Partnering, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0697,Education Director - Practical Applications,Comprehensive lead-level course for Education Director professionals focusing on Programme and Project Management and related competencies,Education,lead,Arts,Education Director,Programme and Project Management,"Multi-Camera Operations for Live Shows, Accounting and Tax Systems, Automated System Design, Capital Raising, Predictive Maintenance, Budgeting",Expert,94,Coursera,Completion of lead level requirements,"Master Programme and Project Management, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0698,Education Director - Leadership Skills,Comprehensive lead-level course for Education Director professionals focusing on Restructuring Insolvency Advisory and related competencies,Education,lead,Agrifood,Education Director,Restructuring Insolvency Advisory,"Accounting and Tax Systems, Capital Raising, Budgeting, Predictive Maintenance, Automated System Design, Multi-Camera Operations for Live Shows",Expert,122,Coursera,Completion of lead level requirements,"Master Restructuring Insolvency Advisory, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0699,Education Director - Strategic Thinking,Comprehensive lead-level course for Education Director professionals focusing on Valuation Conclusion and Reporting and related competencies,Education,lead,Accountancy,Education Director,Valuation Conclusion and Reporting,"Capital Raising, Multi-Camera Operations for Live Shows, Accounting and Tax Systems, Budgeting",Expert,98,Pluralsight,Completion of lead level requirements,"Master Valuation Conclusion and Reporting, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0700,Education Director - Executive Excellence,Comprehensive lead-level course for Education Director professionals focusing on Sustainability Assurance and related competencies,Education,lead,Agrifood,Education Director,Sustainability Assurance,"Accounting and Tax Systems, Capital Raising, Predictive Maintenance, Automated System Design, Budgeting, Multi-Camera Operations for Live Shows",Expert,132,Pluralsight,Completion of lead level requirements,"Master Sustainability Assurance, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0701,Superintendent - Fundamentals,Comprehensive lead-level course for Superintendent professionals focusing on Sustainability Assurance and related competencies,Education,lead,Arts,Superintendent,Sustainability Assurance,"Accounting and Tax Systems, Multi-Camera Operations for Live Shows, Budgeting, Capital Raising, Predictive Maintenance, Automated System Design",Master,130,Internal Training,Completion of lead level requirements,"Master Sustainability Assurance, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0702,Superintendent - Advanced Concepts,Comprehensive lead-level course for Superintendent professionals focusing on Programme and Project Management and related competencies,Education,lead,Arts,Superintendent,Programme and Project Management,"Multi-Camera Operations for Live Shows, Capital Raising, Budgeting, Automated System Design, Accounting and Tax Systems",Expert,150,Pluralsight,Completion of lead level requirements,"Master Programme and Project Management, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0703,Superintendent - Practical Applications,Comprehensive lead-level course for Superintendent professionals focusing on Programme and Project Management and related competencies,Education,lead,Accountancy,Superintendent,Programme and Project Management,"Predictive Maintenance, Multi-Camera Operations for Live Shows, Accounting and Tax Systems, Automated System Design",Master,157,Pluralsight,Completion of lead level requirements,"Master Programme and Project Management, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0704,Superintendent - Leadership Skills,Comprehensive lead-level course for Superintendent professionals focusing on Restructuring Insolvency Advisory and related competencies,Education,lead,Arts,Superintendent,Restructuring Insolvency Advisory,"Budgeting, Multi-Camera Operations for Live Shows, Capital Raising, Automated System Design, Accounting and Tax Systems, Predictive Maintenance",Master,140,Internal Training,Completion of lead level requirements,"Master Restructuring Insolvency Advisory, develop 6 supporting skills, advance to lead proficiency",Executive positions
